"uniqid","ew","y","east","nw","south","age","female","occupation","form_educ","pmi","det_risk","sanct","tax_mor","fin_diff","resp_coop","w1","wex"
70000309,0,NA,0,1,0,34,0,3,3,0,2,2,2,3,1,0.33,17978.289062
70000310,0,NA,0,1,0,46,1,2,3,0,3,2,1,3,1,0.33,17978.289062
70000332,0,NA,0,1,0,48,1,4,3,1,3,1,3,3,1,1.0376,56528.097656
70000347,0,NA,0,1,0,34,1,2,2,0,3,2,2.6,2,1,0.9553,52044.421875
70000361,0,NA,0,1,0,35,1,3,3,1,3,1,3.6,1,1,0.659,35902.097656
70000369,0,NA,0,1,0,60,1,3,2,0,3,2,1,3,1,0.7151,38958.40625
70000371,0,NA,0,1,0,42,0,2,3,0,3,1,5,3,1,0.9092,49532.90625
70000382,0,NA,0,1,0,41,0,4,2,0,4,1,1,3,1,1.8373,100095.484375
70000405,0,NA,0,1,0,22,1,4,3,1,2,2,1.8,2,1,0.5835,31788.882812
70000450,0,NA,0,1,0,34,0,4,3,0,4,2,1,3,1,0.5725,31189.605469
70000462,0,NA,0,1,0,41,0,2,3,1,2,2,2.75,3,1,1.9286,105069.476562
70000481,0,NA,0,1,0,59,1,4,2,0,3,1,3.4,3,2,1.3548,73809.046875
70000491,0,NA,0,1,0,34,1,4,2,1,3,2,1.8,2,1,0.8526,46449.359375
70000502,0,NA,0,1,0,36,0,4,3,1,3,2,1,2,1,0.6749,36768.324219
70000504,0,NA,0,1,0,35,0,4,3,0,1,3,5.4,3,1,0.6749,36768.324219
70000512,0,NA,0,1,0,33,1,2,3,0,2,1,1.8,3,1,0.654,35629.699219
70000515,0,NA,0,1,0,61,1,4,1,0,2,3,1.8,2,1,0.7122,38800.414062
70000519,0,NA,0,1,0,44,1,4,3,1,3,2,3.4,3,1,0.7572,41252
70000538,0,NA,0,1,0,56,1,4,1,1,3,2,1,3,2,0.3724,20288.226562
70000555,0,NA,0,1,0,49,0,2,3,1,2,3,1,2,1,1.3548,73809.046875
70000575,0,NA,0,1,0,49,1,4,3,1,3,1,4.6,1,1,1.1608,63239.992188
70000577,0,NA,0,1,0,41,1,4,3,1,1,2,1,3,1,1.1608,63239.992188
70000596,0,NA,0,1,0,25,1,4,2,1,2,2,7.4,3,2,1.1741,63964.570312
70000626,0,NA,0,1,0,32,0,2,3,0,3,2,1.8,3,1,0.92,50121.289062
70000638,0,NA,0,1,0,42,0,2,3,0,3,2,3.2,3,1,1.1153,60761.167969
70000639,0,NA,0,1,0,40,0,2,3,1,3,2,1.2,3,1,1.1153,60761.167969
70000640,0,NA,0,1,0,61,0,2,3,0,3,2,1,3,1,0.7112,38745.933594
70000650,0,NA,0,1,0,52,1,4,2,0,3,3,6.8,1,1,1.0682,58195.175781
70000659,0,NA,0,1,0,26,0,4,3,1,3,2,3,3,1,0.6353,34610.929688
70000674,0,NA,0,1,0,30,0,3,3,1,2,1,4.8,3,1,0.7864,42842.804688
70000683,0,NA,0,1,0,50,1,2,3,0,2,3,1.6,3,1,1.0393,56620.710938
70000705,0,NA,0,1,0,46,0,4,2,1,2,2,1.8,1,1,1.5019,81823
70000709,0,NA,0,1,0,60,0,4,2,0,3,2,1.8,3,1,1.094,59600.75
70000713,0,NA,0,1,0,40,0,4,2,0,3,2,1,3,1,0.3625,19748.876953
70000714,0,NA,0,1,0,38,1,2,3,1,3,3,10,1,1,0.33,17978.289062
70000715,0,NA,0,1,0,19,0,4,2,1,2,1,1,3,1,0.3569,19443.791016
70000716,0,NA,0,1,0,36,1,4,3,0,1,3,1,3,1,0.33,17978.289062
70000724,0,NA,0,1,0,25,1,2,3,0,3,2,3,3,1,0.883,48105.539062
70000734,0,NA,0,1,0,23,1,4,3,1,1,2,2.33333333333333,1,1,1.7747,96685.054688
70000737,0,NA,0,1,0,49,1,3,3,1,3,2,3.2,3,1,1.1173,60870.125
70000745,0,NA,0,1,0,61,1,4,1,1,3,1,2.8,3,1,0.953,51919.117188
70000750,0,NA,0,1,0,35,1,2,3,0,3,2,1,3,1,0.883,48105.539062
70000759,0,NA,0,1,0,50,1,3,2,0,2,2,1,3,1,1.1173,60870.125
70000773,0,NA,0,1,0,35,1,4,3,1,3,2,1,3,1,0.6794,37013.480469
70000796,0,NA,0,1,0,31,0,3,3,1,1,3,1,3,1,1.5334,83539.109375
70000798,0,NA,0,1,0,51,0,4,2,0,3,2,1,3,1,1.1153,60761.167969
70000835,0,NA,0,1,0,33,0,3,3,0,4,2,2.8,3,1,1.3836,75378.0625
70000849,0,NA,0,1,0,36,0,4,2,0,2,2,1,2,1,0.92,50121.289062
70000857,0,NA,0,1,0,49,0,3,3,0,2,2,1,3,1,1.0638,57955.464844
70000862,0,NA,0,1,0,38,1,4,3,0,2,2,1,3,1,0.3779,20587.863281
70000866,0,NA,0,1,0,33,0,4,1,1,3,2,2.8,3,1,0.9185,50039.570312
70000868,0,NA,0,1,0,54,1,4,2,0,2,2,5,1,1,1.0376,56528.097656
70000872,0,NA,0,1,0,24,0,4,2,1,3,3,6.2,3,1,1.2337,67211.554688
70000885,0,NA,0,1,0,39,0,4,3,0,4,1,7,1,1,1.1403,62123.15625
70000890,0,NA,0,1,0,50,0,4,3,0,4,2,1,3,1,1.3752,74920.429688
70000891,0,NA,0,1,0,61,0,4,2,0,4,2,3.4,3,1,0.8892,48443.316406
70000894,0,NA,0,1,0,61,1,3,2,0,3,2,1.8,2,1,1.1,59927.628906
70000907,0,NA,0,1,0,33,1,4,3,1,2,2,1.8,3,1,1.0202,55580.148438
70000908,0,NA,0,1,0,46,1,2,3,0,4,2,1,3,1,1.2841,69957.335938
70000929,0,NA,0,1,0,43,0,4,3,1,3,2,1,3,2,1.1153,60761.167969
70000930,0,NA,0,1,0,35,0,2,2,0,4,2,6.4,1,1,0.92,50121.289062
70000931,0,NA,0,1,0,82,1,2,2,1,2,2,1,3,2,0.5804,31619.996094
70000933,0,NA,0,1,0,28,0,4,3,0,3,2,1,3,2,0.7946,43289.539062
70000947,0,NA,0,1,0,33,0,2,3,1,2,2,1.4,3,1,1.0286,56037.78125
70000949,0,NA,0,1,0,32,1,2,3,1,2,2,1.4,3,1,0.9203,50137.632812
70000968,0,NA,0,1,0,24,1,4,3,1,1,3,2.6,3,1,1.2423,67680.085938
70001001,0,NA,0,1,0,54,1,3,3,1,4,2,1,3,1,0.5051,27517.677734
70001005,0,NA,0,1,0,32,0,3,2,1,2,3,1,3,1,1.6525,90027.640625
70001008,0,NA,0,1,0,35,0,4,2,0,2,2,1.4,1,1,1.6525,90027.640625
70001055,0,NA,0,1,0,42,0,2,3,0,3,2,1,3,1,1.2845,69979.125
70001075,0,NA,0,1,0,23,0,2,3,0,3,1,4.2,3,1,1.0541,57427.011719
70001076,0,NA,0,1,0,39,1,2,3,0,2,2,3.8,3,2,0.7793,42456
70001078,0,NA,0,1,0,27,0,4,3,0,4,3,2.6,3,2,1.1236,61213.347656
70001086,0,NA,0,1,0,38,0,4,3,0,3,2,3.4,3,1,1.3836,75378.0625
70001113,0,NA,0,1,0,55,0,2,3,1,3,2,1,3,1,0.33,17978.289062
70001118,0,NA,0,1,0,40,1,2,3,1,1,2,1,3,2,0.8988,48966.320312
70001127,0,NA,0,1,0,17,0,4,2,1,2,2,6,3,1,1.4912,81240.070312
70001133,0,NA,0,1,0,53,1,2,2,0,2,2,1,3,1,0.6678,36381.519531
70001145,0,NA,0,1,0,40,0,4,2,0,3,2,2.4,3,1,0.7254,39519.546875
70001146,0,NA,0,1,0,34,0,3,3,0,4,1,2.8,3,1,0.5725,31189.605469
70001148,0,NA,0,1,0,41,0,4,3,1,4,2,2.2,3,1,0.7091,38631.527344
70001149,0,NA,0,1,0,36,0,4,2,1,1,1,1,3,1,1.5316,83441.046875
70001151,0,NA,0,1,0,51,1,2,3,1,2,2,1,3,1,1.7222,93824.875
70001152,0,NA,0,1,0,35,0,4,3,0,4,2,1,3,1,1.5316,83441.046875
70001155,0,NA,0,1,0,64,0,2,3,0,2,1,5.4,3,1,0.7405,40342.1875
70001159,0,NA,0,1,0,32,0,4,3,0,3,3,7.2,3,1,0.9511,51815.605469
70001160,0,NA,0,1,0,54,0,4,2,0,3,2,1.8,3,1,1.149,62597.128906
70001202,0,NA,0,1,0,44,0,2,3,1,3,2,2.2,2,1,1.1153,60761.167969
70001211,0,NA,0,1,0,27,0,3,3,1,3,2,2.2,3,1,0.92,50121.289062
70001219,0,NA,0,1,0,36,1,4,2,1,2,2,2.6,1,1,1.0219,55672.765625
70001224,0,NA,0,1,0,36,1,3,3,0,2,2,1.8,2,1,1.7853,97262.539062
70001227,0,NA,0,1,0,37,0,4,2,0,3,2,2.6,3,1,1.9663,107123.359375
70001262,0,NA,0,1,0,27,0,4,2,1,3,2,1,1,1,0.6369,34698.097656
70001266,0,NA,0,1,0,50,0,2,3,1,2,2,6,2,1,0.7788,42428.761719
70001270,0,NA,0,1,0,38,1,3,3,0,4,2,1,2,1,0.5619,30612.121094
70001281,0,NA,0,1,0,29,1,3,3,1,4,2,1,2,1,0.8199,44667.875
70001298,0,NA,0,1,0,54,1,4,2,1,2,3,1.96417548597631,3,1,2.2056,120160.34375
70001320,0,NA,0,1,0,49,1,2,3,0,3,2,2.4,3,2,0.9894,53902.175781
70001322,0,NA,0,1,0,34,1,3,3,1,2,2,2.81249812665323,2,4,0.7793,42456
70001335,0,NA,0,1,0,52,0,2,3,0,3,2,2.4,3,1,1.2845,69979.125
70001341,0,NA,0,1,0,50,1,4,3,0,2,2,1,2,1,1.3229,72071.140625
70001353,0,NA,0,1,0,34,0,3,3,1,3,2,1,3,1,1.1736,63937.332031
70001355,0,NA,0,1,0,46,0,2,3,0,2,2,2.6,3,1,1.4109,76865.351562
70001360,0,NA,0,1,0,25,1,4,3,1,3,2,2.6,3,1,0.9571,52142.484375
70001361,0,NA,0,1,0,56,1,4,3,1,2,1,3.6,3,1,1.0325,56250.25
70001379,0,NA,0,1,0,49,0,4,2,0,3,2,3.8,3,1,1.5019,81823
70001380,0,NA,0,1,0,57,1,3,3,1,3,2,3,3,1,1.0984,59840.460938
70001382,0,NA,0,1,0,62,0,4,2,1,2,3,1.2,3,2,0.8875,48350.699219
70001386,0,NA,0,1,0,51,1,3,2,1,3,2,3.4,3,1,1.4303,77922.257812
70001403,0,NA,0,1,0,46,0,2,3,0,3,2,1,3,1,1.5746,85783.671875
70001407,0,NA,0,1,0,23,0,4,2,1,3,2,1,2,2,1.5641,85211.640625
70001409,0,NA,0,1,0,55,1,2,3,0,2,1,1.8,3,1,0.8855,48241.738281
70001434,0,NA,0,1,0,65,1,4,2,1,1,3,7,1,1,1.7224,93835.765625
70001483,0,NA,0,1,0,38,1,4,3,1,2,2,1,1,1,1.0075,54888.257812
70001521,0,NA,0,1,0,49,0,3,3,0,1,1,1,3,1,1.1153,60761.167969
70001523,0,NA,0,1,0,61,1,4,2,0,2,1,1,3,1,0.8855,48241.738281
70001524,0,NA,0,1,0,27,1,4,3,0,2,2,1.8,3,1,0.8199,44667.875
70001553,0,NA,0,1,0,47,1,3,3,0,2,1,4,3,1,0.6678,36381.519531
70001559,0,NA,0,1,0,47,0,4,3,0,3,3,5,2,1,0.7254,39519.546875
70001561,0,NA,0,1,0,57,0,3,2,0,3,3,4.4,3,1,0.4418,24069.115234
70001562,0,NA,0,1,0,19,0,2,2,1,3,1,5.4,3,1,1.8215,99234.703125
70001564,0,NA,0,1,0,59,0,2,3,0,2,2,1,3,1,1.209,65865.914062
70001588,0,NA,0,1,0,53,1,3,3,0,3,2,1.4,3,1,0.8701,47402.753906
70001590,0,NA,0,1,0,30,1,4,3,1,2,2,1,3,2,0.672,36610.332031
70001603,0,NA,0,1,0,55,1,4,2,1,2,2,1,2,2,0.7283,39677.539062
70001627,0,NA,0,1,0,54,1,4,1,0,2,1,1,1,2,1.7222,93824.875
70001639,0,NA,0,1,0,25,0,4,3,0,2,2,3.4,2,1,0.92,50121.289062
70001640,0,NA,0,1,0,47,1,4,3,0,2,3,1,3,2,0.6678,36381.519531
70001650,0,NA,0,1,0,50,0,2,2,0,4,3,10,3,1,1.3548,73809.046875
70001668,0,NA,0,1,0,26,0,4,3,0,3,2,1,3,1,1.6123,87837.554688
70001675,0,NA,0,1,0,34,0,2,3,1,3,2,1.8,3,1,1.6123,87837.554688
70001677,0,NA,0,1,0,34,1,4,2,0,2,1,3,3,1,1.4575,79404.109375
70001684,0,NA,0,1,0,48,1,4,2,1,1,3,5.6,2,1,1.0393,56620.710938
70001687,0,NA,0,1,0,51,1,2,3,1,3,1,10,3,1,1.0393,56620.710938
70001709,0,NA,0,1,0,45,1,2,3,0,3,2,1,2,1,1.1608,63239.992188
70001717,0,NA,0,1,0,57,1,3,3,1,2,2,1,3,1,0.8838,48149.125
70001718,0,NA,0,1,0,40,0,4,3,0,2,2,1.8,3,1,1.1138,60679.445312
70001723,0,NA,0,1,0,48,0,2,3,0,3,1,1.2,2,1,1.1781,64182.488281
70001731,0,NA,0,1,0,46,1,4,3,0,3,1,1.2,3,1,1.0985,59845.90625
70001735,0,NA,0,1,0,32,0,4,3,0,3,2,2.6,3,1,1.3081,71264.84375
70001744,0,NA,0,1,0,45,1,2,3,1,2,3,3,2,1,1.4725,80221.304688
70001769,0,NA,0,1,0,47,1,3,2,0,1,2,1.6,1,1,1.3229,72071.140625
70001779,0,NA,0,1,0,52,1,4,2,0,3,2,1,3,1,1.2919,70382.273438
70001783,0,NA,0,1,0,25,1,4,2,0,2,3,1,3,1,1.0285,56032.332031
70001797,0,NA,0,1,0,40,0,4,3,1,4,2,2.2,3,2,1.3752,74920.429688
70001800,0,NA,0,1,0,28,0,3,2,1,3,2,4.8,2,1,1.1403,62123.15625
70001807,0,NA,0,1,0,35,0,4,2,0,4,2,2.2,1,1,1.2698,69178.273438
70001820,0,NA,0,1,0,48,1,4,3,1,1,3,1,3,1,1.4303,77922.257812
70001844,0,NA,0,1,0,60,1,4,2,1,3,2,1,3,1,1.0278,55994.195312
70001845,0,NA,0,1,0,62,1,2,3,1,3,2,2.4,3,2,1.0278,55994.195312
70001851,0,NA,0,1,0,45,1,3,3,1,2,2,1,1,1,0.8436,45959.042969
70001862,0,NA,0,1,0,28,0,4,2,1,2,2,1.6,1,2,1.4017,76364.140625
70001867,0,NA,0,1,0,55,1,3,2,1,4,1,5.6,2,1,1.2042,65604.40625
70001881,0,NA,0,1,0,49,0,4,2,1,3,1,7,1,1,1.5019,81823
70001884,0,NA,0,1,0,41,1,2,3,1,2,1,3,2,1,1.4054,76565.71875
70001888,0,NA,0,1,0,28,0,4,2,1,4,2,2.8,3,2,1.0649,58015.390625
70001891,0,NA,0,1,0,48,1,3,3,0,3,2,2,3,1,1.4919,81278.203125
70001938,0,NA,0,1,0,31,1,3,3,0,2,2,2.6,2,1,0.659,35902.097656
70001948,0,NA,0,1,0,52,1,2,3,0,3,2,3,3,2,1.0376,56528.097656
70001949,0,NA,0,1,0,57,0,2,2,1,3,2,2,3,1,0.7095,38653.320312
70001974,0,NA,0,1,0,19,0,3,2,1,3,3,1,3,2,1.0088,54959.082031
70001979,0,NA,0,1,0,36,1,4,3,1,2,1,1.8,3,1,1.2542,68328.390625
70001998,0,NA,0,1,0,31,1,3,3,1,3,2,1,3,2,1.2542,68328.390625
70002003,0,NA,0,1,0,29,1,4,1,1,4,2,6,1,1,0.6355,34621.824219
70002012,0,NA,0,1,0,29,0,4,2,0,3,2,3.4,1,1,0.7169,39056.46875
70002016,0,NA,0,1,0,32,0,4,2,1,1,2,1,3,2,0.92,50121.289062
70002019,0,NA,0,1,0,28,1,2,3,0,2,1,2.61174076798747,3,1,0.5619,30612.121094
70002021,0,NA,0,1,0,37,0,3,2,0,3,1,3,2,2,1.1236,61213.347656
70002071,0,NA,0,1,0,41,1,2,3,1,2,1,5,3,1,1.4919,81278.203125
70002076,0,NA,0,1,0,43,1,3,3,0,3,2,2.2,3,1,1.267,69025.734375
70002077,0,NA,0,1,0,25,1,4,2,1,1,2,5,2,2,1.1894,64798.109375
70002082,0,NA,0,1,0,50,0,4,2,0,3,2,1,3,1,1.5943,86856.921875
70002098,0,NA,0,1,0,57,0,2,2,0,4,2,2.2,3,1,1.2081,65816.875
70002119,0,NA,0,1,0,36,1,3,1,0,4,2,2.8,2,1,1.122,61126.179688
70002131,0,NA,0,1,0,42,0,2,3,1,3,2,2,3,1,1.1153,60761.167969
70002138,0,NA,0,1,0,29,1,2,2,0,3,2,1,3,1,0.8199,44667.875
70002140,0,NA,0,1,0,50,0,2,3,1,3,2,1,3,1,1.1153,60761.167969
70002144,0,NA,0,1,0,55,1,2,3,0,3,2,1,3,1,0.8855,48241.738281
70002151,0,NA,0,1,0,50,1,4,2,0,1,3,1,1,1,0.8701,47402.753906
70002179,0,NA,0,1,0,23,1,3,3,0,4,2,8.6,2,1,1.6571,90278.25
70002180,0,NA,0,1,0,59,0,2,2,0,2,3,1,3,1,0.7112,38745.933594
70002185,0,NA,0,1,0,54,1,2,3,0,3,2,3.4,3,1,1.2482,68001.515625
70002195,0,NA,0,1,0,42,1,4,3,0,2,2,1,3,1,1.4303,77922.257812
70002202,0,NA,0,1,0,44,1,4,3,0,3,3,2,1,1,0.4472,24363.304688
70002205,0,NA,0,1,0,52,1,3,2,0,2,3,10,2,1,0.4472,24363.304688
70002206,0,NA,0,1,0,33,0,4,2,0,3,3,10,3,1,0.393,21410.505859
70002221,0,NA,0,1,0,57,0,2,3,0,3,2,1,3,1,0.7112,38745.933594
70002223,0,NA,0,1,0,20,0,3,2,1,3,3,1,3,2,1.1067,60292.640625
70002225,0,NA,0,1,0,45,0,2,3,0,3,3,1,3,1,1.149,62597.128906
70002233,0,NA,0,1,0,38,1,4,2,1,2,2,1.8,1,2,0.8526,46449.359375
70002236,0,NA,0,1,0,32,1,2,3,1,2,1,2.2,3,2,0.9203,50137.632812
70002255,0,NA,0,1,0,35,1,3,3,0,4,2,3.6,3,1,0.8199,44667.875
70002264,0,NA,0,1,0,28,0,2,3,0,2,2,1.6,3,1,0.92,50121.289062
70002270,0,NA,0,1,0,41,0,4,2,1,4,2,1,3,1,1.5268,83179.546875
70002281,0,NA,0,1,0,34,0,4,2,1,2,3,1.8,3,1,1.1389,62046.886719
70002282,0,NA,0,1,0,39,1,4,2,1,1,1,2.8,2,1,1.0202,55580.148438
70002283,0,NA,0,1,0,26,0,4,2,1,3,2,5.8,2,1,1.1389,62046.886719
70002295,0,NA,0,1,0,49,0,4,3,0,1,2,1,2,1,1.1153,60761.167969
70002296,0,NA,0,1,0,29,1,4,3,0,1,2,1,3,1,0.8199,44667.875
70002298,0,NA,0,1,0,53,1,3,2,0,3,2,1.8,3,1,1.0393,56620.710938
70002302,0,NA,0,1,0,46,0,4,2,0,1,2,1.4,3,1,1.146,62433.691406
70002308,0,NA,0,1,0,58,0,4,3,0,2,2,1,3,2,0.679,36991.691406
70002309,0,NA,0,1,0,52,1,2,3,0,2,2,1.4,3,1,0.9918,54032.929688
70002319,0,NA,0,1,0,41,1,2,3,0,3,1,1,3,1,0.9918,54032.929688
70002322,0,NA,0,1,0,34,1,4,2,1,3,2,4.4,1,1,0.7793,42456
70002340,0,NA,0,1,0,56,0,2,3,0,3,2,2.2,3,1,0.7678,41829.484375
70002346,0,NA,0,1,0,55,1,4,2,0,3,2,2.4,3,1,0.9534,51940.910156
70002349,0,NA,0,1,0,42,1,3,3,1,3,2,1.6,3,1,1.2094,65887.703125
70002384,0,NA,0,1,0,56,1,4,2,0,4,2,1,2,1,1.0278,55994.195312
70002407,0,NA,0,1,0,45,0,2,3,0,3,2,1.8,3,1,1.1153,60761.167969
70002409,0,NA,0,1,0,56,1,2,2,1,3,2,1.4,3,1,0.8855,48241.738281
70002419,0,NA,0,1,0,29,0,4,2,1,4,3,5.75,3,2,1.2475,67963.375
70002423,0,NA,0,1,0,32,1,4,2,0,3,3,5,3,1,1.1198,61006.324219
70002432,0,NA,0,1,0,45,0,2,3,0,1,2,1,3,1,1.1153,60761.167969
70002435,0,NA,0,1,0,36,1,4,3,1,1,3,1,3,1,0.7005,38163.003906
70002437,0,NA,0,1,0,49,1,3,3,1,3,2,1,3,2,0.9461,51543.207031
70002448,0,NA,0,1,0,59,1,4,3,1,3,2,1,2,1,1.5607,85026.40625
70002467,0,NA,0,1,0,20,0,4,2,0,4,3,1,3,1,2.7133,147819.671875
70002470,0,NA,0,1,0,26,0,4,1,1,3,2,1,3,1,2.2967,125123.4375
70002471,0,NA,0,1,0,58,1,4,2,1,2,3,1,3,2,2.228,121380.6875
70002473,0,NA,0,1,0,53,0,4,2,0,1,2,3.4,2,1,1.8335,99888.460938
70002474,0,NA,0,1,0,39,1,4,1,1,3,2,3.4,3,1,1.384,75399.851562
70002492,0,NA,0,1,0,53,1,2,3,0,3,2,5,3,1,1.7241,93928.382812
70002502,0,NA,0,1,0,24,0,3,3,1,2,2,2.83258373242336,2,1,0.7721,42063.746094
70002518,0,NA,0,1,0,26,1,4,3,1,2,2,2.2,3,1,0.8199,44667.875
70002521,0,NA,0,1,0,37,1,2,3,1,3,2,1.8,3,1,0.8199,44667.875
70002522,0,NA,0,1,0,32,1,3,2,0,2,2,2.8,2,1,0.9553,52044.421875
70002523,0,NA,0,1,0,48,1,2,3,0,3,2,2.2,3,1,1.2015,65457.3125
70002537,0,NA,0,1,0,26,0,3,3,0,1,2,4.2,3,1,1.2476,67968.828125
70002544,0,NA,0,1,0,53,0,4,2,0,3,2,1,2,3,1.5006,81752.179688
70002547,0,NA,0,1,0,32,0,4,3,1,2,2,3,2,2,0.4448,24232.552734
70002561,0,NA,0,1,0,24,1,2,3,0,3,2,2,3,1,1.4097,76799.976562
70002577,0,NA,0,1,0,26,1,3,3,0,3,2,2.30387882081084,3,1,0.5619,30612.121094
70002580,0,NA,0,1,0,30,0,2,3,1,2,2,6.4,1,2,0.6353,34610.929688
70002590,0,NA,0,1,0,42,0,4,3,1,2,3,2.2,3,2,0.9241,50344.65625
70002617,0,NA,0,1,0,39,1,4,3,1,3,2,2,3,1,0.8679,47282.898438
70002627,0,NA,0,1,0,48,0,2,2,0,3,2,9,3,1,1.1781,64182.488281
70002648,0,NA,0,1,0,27,1,2,3,0,3,2,3,3,1,0.7793,42456
70002652,0,NA,0,1,0,33,0,4,2,1,2,2,1,2,3,1.2698,69178.273438
70002676,0,NA,0,1,0,47,1,2,3,0,3,2,2.2,3,1,0.8894,48454.210938
70002690,0,NA,0,1,0,28,1,2,3,1,2,3,5,2,1,0.3372,18370.541016
70002700,1,0.2,0,1,0,25,1,3,2,1,1,3,2.6,2,2,0.7793,42456
70002708,0,NA,0,1,0,45,1,4,3,0,3,2,1,1,1,1.0743,58527.5
70002714,0,NA,0,1,0,32,1,4,2,1,3,2,1,3,1,1.2542,68328.390625
70002719,0,NA,0,1,0,57,0,4,2,0,2,1,1.8,3,2,1.1011,59987.554688
70002726,0,NA,0,1,0,52,1,2,3,0,3,2,4,3,1,1.1608,63239.992188
70002733,0,NA,0,1,0,34,1,3,2,1,2,1,1.8,2,1,0.9203,50137.632812
70002775,0,NA,0,1,0,61,1,4,1,1,2,3,1.8,2,1,1.1348,61823.519531
70002790,0,NA,0,1,0,37,1,4,3,1,2,1,1,3,1,0.8199,44667.875
70002794,0,NA,0,1,0,59,0,4,2,0,2,1,1,1,1,0.7112,38745.933594
70002795,0,NA,0,1,0,41,1,3,3,0,3,2,1,3,1,1.0393,56620.710938
70002796,0,NA,0,1,0,42,1,4,2,1,1,1,1,3,1,1.0393,56620.710938
70002800,0,NA,0,1,0,37,1,2,3,1,2,2,1,3,1,0.8199,44667.875
70002801,0,NA,0,1,0,48,1,3,3,1,2,2,1,3,1,1.0393,56620.710938
70002811,0,NA,0,1,0,26,0,4,2,1,3,2,3,3,2,1.3081,71264.84375
70002821,0,NA,0,1,0,52,0,4,3,0,1,2,1,3,1,2.3418,127580.46875
70002822,0,NA,0,1,0,29,1,4,2,1,2,2,1,2,1,1.7853,97262.539062
70002823,0,NA,0,1,0,32,1,3,3,0,4,3,4.2,3,1,1.7853,97262.539062
70002828,0,NA,0,1,0,51,1,2,3,0,2,2,2.4,2,1,1.0393,56620.710938
70002836,0,NA,0,1,0,27,1,2,3,0,3,2,1.2,3,1,0.8199,44667.875
70002839,0,NA,0,1,0,45,1,3,3,1,2,2,1.6,3,2,1.2482,68001.515625
70002846,0,NA,0,1,0,45,1,4,2,0,1,3,1,1,1,1.2856,70039.054688
70002865,0,NA,0,1,0,29,1,4,3,1,3,2,3,1,1,0.5899,32137.552734
70002909,0,NA,0,1,0,31,1,4,2,0,3,1,4.8,3,1,1.1198,61006.324219
70002911,0,NA,0,1,0,35,1,4,2,1,3,2,7.6,2,1,1.1198,61006.324219
70002912,0,NA,0,1,0,41,0,2,3,0,4,2,5.4,1,1,1.5019,81823
70002914,0,NA,0,1,0,46,1,3,1,1,3,2,1,2,1,1.2015,65457.3125
70002938,0,NA,0,1,0,39,1,4,3,1,1,3,5.4,3,1,0.8839,48154.574219
70002944,0,NA,0,1,0,41,0,4,3,0,4,2,4.2,3,1,1.3548,73809.046875
70002968,0,NA,0,1,0,53,0,4,2,1,1,3,1,2,1,1.5268,83179.546875
70002988,0,NA,0,1,0,49,0,4,3,1,2,2,2.6,3,1,1.9286,105069.476562
70002989,0,NA,0,1,0,19,0,4,2,1,2,3,1,3,2,0.6638,36163.597656
70002993,0,NA,0,1,0,47,0,2,3,0,4,2,1,3,1,1.1153,60761.167969
70002997,0,NA,0,1,0,41,1,4,3,1,3,1,1,1,1,1.4303,77922.257812
70003025,0,NA,0,1,0,31,1,3,3,0,2,1,2.6,2,1,1.4575,79404.109375
70003027,0,NA,0,1,0,21,1,4,2,1,3,1,4.6,3,1,1.366,74419.21875
70003032,0,NA,0,1,0,54,1,4,3,0,3,2,2.6,3,1,0.8436,45959.042969
70003043,0,NA,0,1,0,40,0,4,2,1,4,3,4.4,1,1,0.9092,49532.90625
70003044,0,NA,0,1,0,39,1,3,3,0,3,1,3.11304259287722,2,1,0.5619,30612.121094
70003046,0,NA,0,1,0,53,1,4,2,1,3,2,1,3,1,1.0393,56620.710938
70003048,0,NA,0,1,0,36,1,4,2,1,1,2,1,3,2,0.8199,44667.875
70003051,0,NA,0,1,0,38,1,3,3,1,2,2,1,2,1,0.3779,20587.863281
70003059,0,NA,0,1,0,33,1,4,3,1,3,2,2.6,3,1,0.5132,27958.962891
70003060,0,NA,0,1,0,52,0,4,2,0,2,2,1,3,1,1.1138,60679.445312
70003077,0,NA,0,1,0,25,0,4,2,1,3,2,2.6,2,1,1.5316,83441.046875
70003081,0,NA,0,1,0,25,1,4,2,1,1,3,1,1,2,0.672,36610.332031
70003091,0,NA,0,1,0,21,0,4,3,0,3,2,5,3,2,0.9165,49930.609375
70003092,0,NA,0,1,0,37,0,2,3,1,2,1,5.4,2,1,1.2698,69178.273438
70003122,0,NA,0,1,0,60,0,4,3,0,2,1,6.8,3,1,0.6757,36811.90625
70003179,0,NA,0,1,0,49,0,4,2,0,3,2,1,2,1,0.3625,19748.876953
70003212,0,NA,0,1,0,36,1,2,3,0,3,2,4.4,1,1,0.8199,44667.875
70003215,0,NA,0,1,0,31,1,3,2,0,3,2,4.4,2,1,0.8199,44667.875
70003219,0,NA,0,1,0,50,0,2,3,0,1,2,2.20121074639414,3,2,1.1153,60761.167969
70003220,0,NA,0,1,0,37,1,3,3,0,3,2,5,2,1,0.8199,44667.875
70003241,0,NA,0,1,0,31,0,2,3,0,3,2,4,3,1,1.2475,67963.375
70003251,0,NA,0,1,0,37,0,4,3,0,3,2,3.8,3,1,0.4448,24232.552734
70003260,0,NA,0,1,0,49,0,2,3,0,1,2,1,3,1,0.5558,30279.794922
